X,AUC,N,P,p.adj,PermPval,Carnivora,Cetacean,Combination,ratio,Category,Source,SelectionSignal,GWASSignal,Type
SLC35D3,0.008662871,89,0.92115865,0.970029059,0.951598502,0.231,0.2404,0.2277,0.947,NA,NA,NA,NA,All
SLC35E1,-0.252596126,69,0.011315286,0.108075768,0.156719805,8.397,0.2476,5.176,0.6165,NA,NA,NA,NA,All
SLC35E2B,0.051021575,89,0.559942081,0.795986722,0.907623403,0.2294,0.2635,0.2229,0.8459,NA,NA,NA,NA,All
SLC35E3,-0.102795897,68,0.306293267,0.615794487,0.221996218,0.3546,0.2564,0.4381,1.235,NA,NA,NA,NA,All
SLC35E4,-0.111502881,86,0.210647126,0.517669674,0.144950603,0.2288,0.461,0.3951,0.8572,NA,NA,NA,NA,All
SLC35F1,-0.181254724,49,0.12787391,0.403723442,0.780715942,0.5976,0.285,0.3513,0.5879,NA,NA,NA,NA,All
SLC35F2,0.180586917,94,0.033866414,0.199733206,0.802015194,618,1.984,2.386,0.003861,NA,NA,NA,NA,All
SLC35F3,0.067921547,77,0.471192623,0.743470558,0.536738729,0.2662,0.2998,0.2376,0.7927,Selection in Inuit,Fumagalli et al. 2015,Y,N,Selection_Diet
SLC35F4,0.07060841,102,0.387117371,0.682109457,0.57760511,0.3958,0.3109,0.2564,0.6477,NA,NA,NA,NA,All
SLC35F5,0.040642663,82,0.656113727,0.8510794,0.849667963,0.3449,0.3044,0.2566,0.744,NA,NA,NA,NA,All
SLC35F6,0.096174283,83,0.289027956,0.600127244,0.499998624,0.3744,4.085,0.2757,0.0675,NA,NA,NA,NA,All
SLC35G1,-0.21860709,85,0.014705561,0.125103749,0.053905636,0.2764,1.28,0.904,0.7061,NA,NA,NA,NA,All
SLC35G2,-0.003637125,69,0.970907727,0.989318751,0.935334518,0.2504,0.2905,0.2574,0.8859,NA,NA,NA,NA,All
SLC35G6,0.252402482,58,0.020667338,0.152312029,0.043695261,0.2981,1.326,0.5193,0.3917,NA,NA,NA,NA,All
SLC36A1,-0.036886158,88,0.675215437,0.860520829,0.834611625,0.8315,0.3485,0.3048,0.3666,NA,NA,NA,NA,All
SLC36A2,-0.259446474,107,0.001128686,0.027458597,0.387944793,22.84,0.2179,18.82,0.824,NA,NA,NA,NA,All
SLC36A3,0.233788724,99,0.004797438,0.065958176,0.015212041,0.3029,5.435,20.31,3.736,NA,NA,NA,NA,All
SLC36A4,0.016486573,93,0.847240567,0.94084825,0.968467485,1.978,2.855,0.2208,0.07734,NA,NA,NA,NA,All
SLC37A1,0.118305279,112,0.128566007,0.404817799,0.082066446,0.2482,0.7687,1.238,1.61,NA,NA,NA,NA,All
SLC37A2,0.075734248,96,0.36844337,0.669109591,0.633343533,0.3379,1.935,0.2471,0.1277,NA,NA,NA,NA,All
SLC37A3,0.012095061,100,0.883400684,0.955237942,0.853237914,0.2226,0.2367,0.2108,0.8905,NA,NA,NA,NA,All
SLC37A4,0.181879723,91,0.035576498,0.204428452,0.008288013,0.4815,0.2814,2.277,4.729,NA,NA,NA,NA,All
SLC38A1,-0.234323161,94,0.005905392,0.073995148,0.054011955,0.7388,0.445,2.258,3.056,NA,NA,NA,NA,All
SLC38A10,0.168751817,115,0.028007304,0.180523636,0.664456669,2.825,0.1981,2.874,1.017,NA,NA,NA,NA,All
SLC38A11,0.093117105,104,0.249361132,0.563383978,0.096545463,0.9364,0.5876,0.3467,0.3703,NA,NA,NA,NA,All
SLC38A2,-0.190716582,82,0.03666183,0.207953893,0.218264881,1.918,0.2318,1.716,0.895,NA,NA,NA,NA,All
SLC38A3,-0.252385046,90,0.003731085,0.056418649,0.010349291,0.5285,10.1,28.66,2.839,NA,NA,NA,NA,All
SLC38A4,-0.193894434,89,0.026741751,0.176620484,0.053395855,2.396,0.2652,2.777,1.159,NA,NA,NA,NA,All
SLC38A5,0.044630795,64,0.666824266,0.856055051,0.228465797,0.2756,0.2788,0.2838,1.018,NA,NA,NA,NA,All
SLC38A6,0.079658063,110,0.310598886,0.619461659,0.852467076,0.342,0.218,0.41,1.199,NA,NA,NA,NA,All
SLC38A7,-0.035707389,84,0.692052712,0.868699311,0.896133788,0.2509,0.7327,0.4323,0.59,NA,NA,NA,NA,All
SLC38A8,0.188517335,111,0.015921315,0.131173572,0.046013084,1.518,0.2119,2.019,1.33,NA,NA,NA,NA,All
SLC38A9,-0.067849866,102,0.405934971,0.69899362,0.848797294,2.336,0.2866,0.4059,0.1737,NA,NA,NA,NA,All
SLC39A1,-0.047694091,70,0.629957644,0.837150417,0.276051519,0.246,0.2535,0.2792,1.101,NA,NA,NA,NA,All
SLC39A10,-0.189751216,78,0.04273139,0.225440155,0.054057663,0.376,1.022,1.781,1.743,NA,NA,NA,NA,All
SLC39A11,0.089932894,84,0.318499008,0.626973241,0.335083947,0.2406,0.2872,0.2594,0.9032,NA,NA,NA,NA,All
SLC39A12,0.326941413,113,2.45368756615167e-05,0.002158398,0.045712298,8.644,0.9103,415.6,48.08,NA,NA,NA,NA,All
SLC39A13,-0.110354466,81,0.229565516,0.542116107,0.033586215,0.2997,0.234,0.4425,1.476,NA,NA,NA,NA,All
SLC39A14,-0.014386829,89,0.869438915,0.950496906,0.904737888,0.2237,0.236,0.2384,1.01,NA,NA,NA,NA,All
SLC39A2,0.019097795,93,0.823417395,0.930457932,0.933655828,1.126,0.5561,0.2822,0.2507,NA,NA,NA,NA,All
SLC39A3,0.022417848,79,0.809581624,0.924427271,0.984445175,0.2952,0.2549,0.2505,0.8483,NA,NA,NA,NA,All
SLC39A4,0.030769906,109,0.696645443,0.871420259,0.485517307,0.2808,0.283,0.2088,0.7376,NA,NA,NA,NA,All
SLC39A5,0.127546506,111,0.102883144,0.359647025,0.06637757,1.392,0.2013,0.9032,0.6491,NA,NA,NA,NA,All
SLC39A6,-0.12901398,100,0.117730842,0.386148918,0.058560676,0.2522,0.2892,0.3806,1.316,NA,NA,NA,NA,All
SLC39A7,-0.143703137,94,0.091349287,0.337488129,0.225923411,0.876,0.2211,0.5265,0.6011,NA,NA,NA,NA,All
SLC39A8,0.026079461,85,0.771025117,0.906064894,0.493324409,0.2461,0.2272,0.2474,1.005,Local diet adaptation,Rees et al. 2036,Y,N,Selection_Diet
SLC39A9,-0.167588463,68,0.095345454,0.345427485,0.643013347,0.4712,0.3633,0.9423,2,NA,NA,NA,NA,All
SLC3A1,0.110759027,121,0.138903771,0.422121566,0.734302835,509,2.787,1.208,0.002374,NA,NA,NA,NA,All
SLC3A2,0.056552837,102,0.488500846,0.755140515,0.840307317,1.9,0.503,0.3228,0.1699,NA,NA,NA,NA,All
SLC40A1,-0.029134024,97,0.727975369,0.887131844,0.790730508,0.3299,0.3802,0.2137,0.562,NA,NA,NA,NA,All
SLC41A1,0.003083987,75,0.97425087,0.990761415,0.991333011,0.2662,0.2398,0.2468,0.9271,NA,NA,NA,NA,All
SLC41A2,0.066585425,89,0.446808571,0.728403033,0.738720654,1.293,0.9188,0.2843,0.2198,NA,NA,NA,NA,All
SLC41A3,-0.026005718,96,0.757447301,0.900303824,0.919792551,3.762,1.951,0.2841,0.07553,NA,NA,NA,NA,All
SLC43A1,-0.335374498,108,2.34443003402016e-05,0.00210381,0.432386128,202.1,0.5028,4476,22.15,NA,NA,NA,NA,All
SLC43A2,0.060689224,84,0.50083748,0.76230525,0.873659246,0.9702,0.3765,0.282,0.2907,NA,NA,NA,NA,All
SLC43A3,-0.147588701,104,0.067889155,0.2892141,0.505159863,0.2116,0.3201,0.2686,0.8394,NA,NA,NA,NA,All
SLC44A1,-0.248446339,70,0.012083217,0.112871913,0.06233489,0.7693,0.524,4.058,5.276,NA,NA,NA,NA,All
SLC44A2,-0.193344788,87,0.029001813,0.183350023,0.022018058,0.5658,0.3003,3.19,5.639,NA,NA,NA,NA,All
SLC44A3,0.141285008,107,0.076184121,0.306140316,0.590624727,10.39,1.507,0.3502,0.03372,NA,NA,NA,NA,All
SLC44A4,0.076998161,112,0.322595213,0.630405296,0.923863631,0.8725,0.2013,0.3758,0.4307,NA,NA,NA,NA,All
SLC44A5,-0.060465794,106,0.450077767,0.730254664,0.846411089,0.3711,3.719,0.2757,0.07415,NA,NA,NA,NA,All
SLC45A1,0.119511152,88,0.174602363,0.469933732,0.320846487,0.3726,0.2282,0.3274,0.8786,NA,NA,NA,NA,All
SLC45A2,0.095736289,112,0.218751848,0.528383065,0.217259294,0.2142,0.5872,0.3933,0.6699,NA,NA,NA,NA,All
SLC45A3,-0.224478673,94,0.008356174,0.091434219,0.215141441,0.3111,15.1,8.746,0.5792,NA,NA,NA,NA,All
SLC45A4,0.002784157,106,0.972257377,0.989826702,0.891157649,0.2351,0.3097,0.2057,0.664,NA,NA,NA,NA,All
SLC46A1,0.00777626,98,0.925645419,0.972218816,0.915938504,0.228,0.2381,0.2131,0.8953,NA,NA,NA,NA,All
SLC46A2,0.167352587,103,0.039392706,0.216807961,0.058988947,0.2167,34.04,1.951,0.0573,NA,NA,NA,NA,All
SLC46A3,-0.135349909,109,0.086368211,0.327425755,0.295494284,0.4515,0.4562,2.524,5.532,NA,NA,NA,NA,All
SLC47A1,0.539908944,95,1.79902060338157e-10,8.99100763663939e-07,0.098454205,2448022753,NA,461784668,NA,NA,NA,NA,NA,All
SLC47A2,0.051065926,118,0.500530915,0.762303975,0.646901784,0.6917,0.4363,0.2372,0.3429,NA,NA,NA,NA,All
SLC48A1,-0.064736733,48,0.590589329,0.813247421,0.474405832,0.3891,0.4909,0.3701,0.7539,NA,NA,NA,NA,All
SLC49A4,0.00817466,65,0.936646156,0.975846725,0.884588629,0.2803,0.342,0.2543,0.7436,NA,NA,NA,NA,All
SLC4A1,-0.208892716,125,0.004545566,0.063485419,0.008453859,0.191,13.51,3.229,0.2389,NA,NA,NA,NA,All
SLC4A10,-0.130407865,70,0.187728824,0.488930163,0.242129344,0.2663,0.4902,0.3331,0.6796,NA,NA,NA,NA,All
SLC4A11,-0.077348268,112,0.320399908,0.628885786,0.694676868,0.3413,8.374,0.2578,0.03078,NA,NA,NA,NA,All
SLC4A1AP,0.083753897,111,0.284158339,0.597250612,0.191468133,0.349,0.2394,0.2272,0.651,NA,NA,NA,NA,All
SLC4A2,0.061868032,98,0.457787788,0.735633774,0.802725999,0.2561,0.3023,0.218,0.7211,NA,NA,NA,NA,All
SLC4A3,-0.018091877,101,0.825489177,0.931753965,0.925990679,0.2303,0.2236,0.2297,0.9973,NA,NA,NA,NA,All
SLC4A4,-0.05962972,78,0.524269964,0.776278005,0.579639596,1.885,0.982,0.26,0.138,NA,NA,NA,NA,All
SLC4A5,-0.130263564,109,0.098854817,0.351885579,0.102039638,0.5013,0.3533,1.09,2.174,NA,NA,NA,NA,All
SLC4A7,-0.141921397,98,0.088523922,0.332853564,0.356859324,0.2252,2.182,0.4446,0.2038,NA,NA,NA,NA,All
SLC4A8,-0.030238763,83,0.738861108,0.891537508,0.800324466,0.7096,0.3847,0.2787,0.3927,NA,NA,NA,NA,All
SLC4A9,0.0539639,111,0.49014554,0.755924778,0.825332169,0.2113,8.372,0.3282,0.0392,NA,NA,NA,NA,All
SLC50A1,0.041846174,68,0.677076656,0.86120105,0.823767062,0.6188,0.4406,0.2604,0.4208,NA,NA,NA,NA,All
SLC51A,0.097477433,95,0.249552884,0.563647253,0.640827531,0.3026,0.2324,0.2264,0.7482,NA,NA,NA,NA,All
SLC51B,0.110833895,96,0.1880989,0.489468677,0.076469117,0.4315,0.2311,0.2924,0.6776,NA,NA,NA,NA,All
SLC52A2,0.085308878,108,0.282017999,0.595358302,0.050282102,0.2306,0.2602,0.3829,1.472,NA,NA,NA,NA,All
SLC52A3,-0.154360718,115,0.044451416,0.229785762,0.433868643,0.2192,2.399,1.459,0.6082,NA,NA,NA,NA,All
SLC5A10,-0.057339177,113,0.459340139,0.736228029,0.084828426,0.2034,0.209,0.2257,1.08,NA,NA,NA,NA,All
SLC5A11,0.092279615,99,0.26561281,0.578687131,0.697010045,0.2755,0.2203,0.2779,1.009,NA,NA,NA,NA,All
SLC5A12,-0.13525313,101,0.099277662,0.352553326,0.505153048,0.3108,0.4225,1.364,3.229,NA,NA,NA,NA,All
SLC5A2,0.007299173,97,0.930558609,0.974041441,0.932511379,0.2559,0.283,0.2138,0.7557,NA,NA,NA,NA,All
SLC5A3,-0.117697977,55,0.293818666,0.604299032,0.234170547,0.7447,0.278,0.2813,0.3778,NA,NA,NA,NA,All
SLC5A5,0.115409974,106,0.149415348,0.437930453,0.910348957,58.53,1.565,0.9085,0.01552,NA,NA,NA,NA,All
SLC5A6,-0.01679878,95,0.842706444,0.938595227,0.838688409,0.2203,0.2503,0.2164,0.8646,NA,NA,NA,NA,All
SLC5A7,0.037442043,73,0.699147826,0.872660633,0.671900899,0.2519,0.2418,0.2423,0.9621,NA,NA,NA,NA,All
SLC5A8,-0.046345589,103,0.568338255,0.800631424,0.883891124,1.407,0.7741,0.221,0.1571,NA,NA,NA,NA,All
SLC5A9,-0.025345434,119,0.737028381,0.891043599,0.416619352,0.5199,0.6607,0.1956,0.296,NA,NA,NA,NA,All
SLC66A1,0.047660284,103,0.557415922,0.794798531,0.768379352,0.5433,0.5258,0.2187,0.4025,NA,NA,NA,NA,All
SLC66A2,-0.06224938,79,0.5034263,0.763216031,0.48333448,0.4863,0.2338,0.3337,0.6863,NA,NA,NA,NA,All
SLC66A3,-0.101496588,87,0.251707838,0.565393054,0.114061457,0.3345,0.2241,0.3934,1.176,NA,NA,NA,NA,All
SLC6A1,-0.145676853,77,0.122249428,0.39390022,0.880583706,1.881,0.2394,0.9281,0.4935,NA,NA,NA,NA,All
SLC6A11,-0.035594623,81,0.698360395,0.87213574,0.842829226,0.6676,1.039,0.2606,0.2508,NA,NA,NA,NA,All
SLC6A12,-0.03412043,103,0.674476362,0.860205188,0.857970114,0.646,0.3165,0.2707,0.419,NA,NA,NA,NA,All
SLC6A13,0.047559012,89,0.5868769,0.81079657,0.817503071,1.057,13.88,0.2634,0.01897,NA,NA,NA,NA,All
SLC6A14,0.037898362,98,0.649232844,0.846845105,0.872165416,0.4971,1.803,0.2181,0.121,NA,NA,NA,NA,All
SLC6A15,-0.186315498,93,0.029477709,0.185143735,0.063320186,0.2218,1.155,0.6422,0.5559,NA,NA,NA,NA,All
SLC6A16,0.075977407,71,0.439456488,0.724305715,0.278217729,0.3212,NA,0.2829,NA,NA,NA,NA,NA,All
SLC6A17,0.092880356,72,0.341134173,0.645321474,0.376702353,0.2693,0.2448,0.2732,1.015,NA,NA,NA,NA,All
SLC6A18,-0.048522328,97,0.56239381,0.797440609,0.742250887,0.3077,NA,0.3424,NA,NA,NA,NA,NA,All
SLC6A19,-0.042640773,111,0.585561,0.810344182,0.599407198,0.7326,1.244,0.2213,0.1779,NA,NA,NA,NA,All
SLC6A2,0.07890087,85,0.378590765,0.676874399,0.875950141,1.749,4.406,0.3783,0.08588,NA,NA,NA,NA,All
SLC6A20,-0.07970058,110,0.310340709,0.619456406,0.225182472,0.2818,0.2029,0.311,1.103,NA,NA,NA,NA,All
SLC6A3,-0.094171783,92,0.273819937,0.587269321,0.07274141,0.2189,0.2803,0.2666,0.9513,NA,NA,NA,NA,All
SLC6A4,-0.04601912,99,0.578788364,0.80565878,0.407186449,0.286,0.359,0.2267,0.6314,NA,NA,NA,NA,All
SLC6A5,0.096534363,102,0.237041297,0.551295639,0.526818869,0.6274,0.2138,0.4367,0.6961,NA,NA,NA,NA,All
SLC6A6,-0.246405785,92,0.004192289,0.060584029,0.012102626,1.053,0.2236,1.535,1.459,NA,NA,NA,NA,All
SLC6A7,0.233295178,105,0.00373069,0.056418649,0.017233794,0.3091,1.382,5.942,4.3,NA,NA,NA,NA,All
SLC6A8,-0.027871476,56,0.801872273,0.921506375,0.896751255,0.653,0.535,0.2795,0.428,NA,NA,NA,NA,All
SLC6A9,-0.193507291,104,0.016675908,0.134743344,0.075874292,0.4977,0.2701,1.276,2.564,NA,NA,NA,NA,All
SLC7A1,-0.077762602,98,0.350691214,0.653907992,0.660481093,1.197,0.2947,0.3478,0.2907,NA,NA,NA,NA,All
SLC7A10,-0.061173949,83,0.50005614,0.762142111,0.266176383,0.6893,0.668,0.2563,0.3718,NA,NA,NA,NA,All
SLC7A11,0.110766881,86,0.213674333,0.520839875,0.150723561,0.3581,4.424,0.3726,0.08422,NA,NA,NA,NA,All
SLC7A14,0.117076842,87,0.186114746,0.486723323,0.438024028,0.2322,1.869,0.7485,0.4005,NA,NA,NA,NA,All
SLC7A2,-0.10642621,99,0.199183503,0.504003266,0.120161816,0.2138,0.6272,0.3739,0.5961,NA,NA,NA,NA,All
SLC7A4,-0.423188374,111,6.24532718387416e-08,3.8006376432118e-05,0.016424615,10.41,9.412,7986,766.9,NA,NA,NA,NA,All
SLC7A5,0.024162423,76,0.799023102,0.920029658,0.951342432,0.2387,0.2938,0.2693,0.9167,NA,NA,NA,NA,All
SLC7A6,-0.234142732,93,0.006221284,0.076419807,0.016672454,0.4869,2.334,11.56,4.954,NA,NA,NA,NA,All
SLC7A6OS,0.016527995,96,0.844390552,0.939198537,0.729356994,0.4854,1.514,0.2163,0.1428,NA,NA,NA,NA,All
SLC7A7,-0.132048905,99,0.111164065,0.374360601,0.536007933,0.4229,0.2656,0.8137,1.924,NA,NA,NA,NA,All
SLC7A8,-0.176891525,91,0.040944341,0.220637143,0.824572846,28.6,0.3367,1.545,0.05401,NA,NA,NA,NA,All
SLC7A9,-0.195743589,97,0.019443967,0.146874124,0.610763213,1.313,0.2429,3.456,2.633,NA,NA,NA,NA,All
SLC8A1,0.099343475,88,0.259120474,0.571560114,0.588845505,0.2972,0.8321,0.3342,0.4017,NA,NA,NA,NA,All
SLC8A2,-0.020717816,69,0.835432188,0.935363111,0.900446274,0.3028,0.3226,0.2483,0.7696,NA,NA,NA,NA,All
SLC8A3,0.321375941,94,0.000159531,0.007762091,0.003951785,0.2817,41.35,52.84,1.278,NA,NA,NA,NA,All
SLC8B1,0.189256585,117,0.012923696,0.116601148,0.878331345,112.6,0.4089,2.566,0.0228,NA,NA,NA,NA,All
SLC9A1,0.19049027,75,0.046185696,0.234691734,0.09531227,0.262,22.6,0.7777,0.03442,NA,NA,NA,NA,All
SLC9A2,-0.113755047,98,0.172188882,0.46679562,0.601591789,22.46,0.4614,0.7256,0.03231,NA,NA,NA,NA,All
SLC9A3,-0.024278638,98,0.770765058,0.906064894,0.924318633,0.3691,0.2236,0.2984,0.8085,NA,NA,NA,NA,All
SLC9A3R1,-0.002382844,85,0.978785634,0.991955359,0.973618052,0.2267,0.2269,0.2308,1.017,NA,NA,NA,NA,All
SLC9A3R2,-0.020837928,82,0.819411132,0.928732055,0.857500934,0.3388,0.2438,0.304,0.8972,NA,NA,NA,NA,All
SLC9A4,-0.209552632,127,0.004109954,0.059914168,0.683287947,3658,0.8482,8.613,0.002355,NA,NA,NA,NA,All
SLC9A5,-0.050661244,88,0.564969221,0.798889295,0.894192199,0.2281,0.2797,0.2253,0.8056,NA,NA,NA,NA,All
SLC9A6,0.105045711,58,0.335521834,0.641831259,0.073965277,1.363,0.3668,0.5205,0.3818,NA,NA,NA,NA,All
SLC9A7,0.03141063,75,0.74234683,0.892985197,0.558285028,0.2792,0.3903,0.2388,0.6119,NA,NA,NA,NA,All
SLC9A8,0.117065589,72,0.230217003,0.542697928,0.552504221,0.2747,0.3914,0.5365,1.371,NA,NA,NA,NA,All
SLC9A9,-0.02444565,93,0.775154034,0.907961415,0.934219076,0.2187,0.3143,0.2489,0.7919,NA,NA,NA,NA,All
SLC9B1,-0.013446937,103,0.868528547,0.950108298,0.960729446,0.2455,0.2227,0.2171,0.8842,NA,NA,NA,NA,All
SLC9B2,-0.037719374,105,0.639150174,0.841383038,0.284676537,0.2181,0.288,0.276,0.9584,NA,NA,NA,NA,All
SLC9C1,-0.065119157,120,0.38626278,0.681538245,0.234979745,0.2183,0.211,0.2747,1.258,NA,NA,NA,NA,All
SLC9C2,-0.008164993,124,0.912043605,0.965280487,0.966178241,0.2029,0.2196,0.1923,0.8756,NA,NA,NA,NA,All
SLCO1A2,-0.305860054,105,0.000143458,0.007172043,0.072874214,2.156,2.04,148.2,68.74,NA,NA,NA,NA,All
SLCO1B1,-0.049652883,106,0.53511293,0.783278215,0.911271876,0.4408,2.2,0.223,0.1014,NA,NA,NA,NA,All
SLCO1C1,-0.084582319,114,0.272904962,0.5865128,0.249910759,0.246,1.978,0.348,0.1759,NA,NA,NA,NA,All
SLCO2A1,-0.341932449,111,1.22803782066409e-05,0.001363213,0.011124141,4.304,5.065,2019,398.6,NA,NA,NA,NA,All
SLCO2B1,0.088696539,113,0.252381043,0.565852922,0.916385542,0.3851,0.2005,0.3671,0.9533,NA,NA,NA,NA,All
SLCO3A1,-0.098914486,58,0.364491105,0.665988928,0.691208591,1.56,0.2719,0.5012,0.3212,NA,NA,NA,NA,All
SLCO4A1,0.27696012,102,0.000692872,0.020006517,0.036162171,41,0.2326,67.34,1.643,NA,NA,NA,NA,All
SLCO4C1,-0.020426371,117,0.788469783,0.914197924,0.733315981,0.2062,0.787,0.2416,0.307,NA,NA,NA,NA,All
SLCO5A1,-0.01658902,105,0.836621306,0.935620886,0.865408164,0.2111,0.2077,0.2102,0.9957,NA,NA,NA,NA,All
SLCO6A1,0.037305662,114,0.628688096,0.83657608,0.840555858,2.595,0.6783,0.346,0.1333,NA,NA,NA,NA,All
SLF1,-0.14462753,112,0.063179848,0.279563272,0.632199544,1.896,0.2011,1.051,0.5543,NA,NA,NA,NA,All
SLF2,-0.072672618,113,0.348344966,0.65148512,0.434634041,0.2006,0.6262,0.2388,0.3813,NA,NA,NA,NA,All
SLFN11,-0.038222002,79,0.681188341,0.862622816,0.840954521,NA,0.409,0.3556,NA,NA,NA,NA,NA,All
SLFN12,0.063867801,60,0.551250354,0.79265379,0.954142109,0.2715,0.3298,0.2925,0.887,NA,NA,NA,NA,All
SLFN14,-0.046124848,112,0.553494357,0.79346933,0.710478323,0.7308,2.589,0.2363,0.09125,NA,NA,NA,NA,All
SLFNL1,0.231156503,107,0.003716809,0.056385096,0.102471954,234.6,0.218,13.94,0.0594,NA,NA,NA,NA,All
SLIRP,-0.023793301,76,0.80202907,0.921506375,0.663734792,0.2375,0.2375,0.2391,1.006,NA,NA,NA,NA,All
SLIT1,-0.020208665,121,0.787149314,0.913638662,0.572825558,0.212,0.1939,0.2002,0.9445,NA,NA,NA,NA,All
SLIT2,0.066202139,82,0.468257388,0.741918555,0.180334242,0.4892,0.4273,0.295,0.603,NA,NA,NA,NA,All
SLIT3,-0.052386143,117,0.491398373,0.756974029,0.947633416,0.2267,0.2776,0.264,0.9512,NA,NA,NA,NA,All
SLITRK1,0.166901078,57,0.129410791,0.406401952,0.008921671,0.3272,0.4098,0.6567,1.603,NA,NA,NA,NA,All
SLITRK2,0.205408535,75,0.031568786,0.19215671,0.039973914,1.492,0.3648,1.113,0.7458,NA,NA,NA,NA,All
SLITRK3,-0.011348627,81,0.901665548,0.962290447,0.974756418,1.176,7.423,0.3365,0.04534,NA,NA,NA,NA,All
SLITRK4,0.269145797,80,0.003594474,0.055185036,0.070761622,0.9074,0.2976,1.952,2.151,NA,NA,NA,NA,All
SLITRK5,0.0216908,81,0.813310441,0.925808603,0.923332708,0.5625,0.5893,0.2312,0.3923,NA,NA,NA,NA,All
SLITRK6,0.081046028,104,0.316064709,0.625864922,0.148161319,0.2523,0.4227,0.7379,1.746,NA,NA,NA,NA,All
SLK,-0.109252161,114,0.156722869,0.449330194,0.501305978,0.3064,0.2113,0.5737,1.872,NA,NA,NA,NA,All
SLMAP,0.055960975,60,0.601589052,0.820436921,0.278753094,0.3549,0.3334,0.2629,0.7407,NA,NA,NA,NA,All
SLTM,-0.053459347,87,0.54602868,0.789792924,0.622122281,0.2299,0.9606,0.2575,0.2681,NA,NA,NA,NA,All
SLU7,-0.029174468,62,0.781897965,0.911745204,0.717635696,0.4856,0.3077,0.2755,0.5673,NA,NA,NA,NA,All
SLURP1,0.299076619,58,0.00610827,0.075651687,0.179596159,1.313,0.3253,4.963,3.781,NA,NA,NA,NA,All
SLURP2,NA,NA,NA,NA,NA,74.33,NA,74.33,NA,NA,NA,NA,NA,All
SLX1A,-0.040394788,85,0.652143473,0.848535096,0.843486457,0.2984,0.9036,0.2523,0.2792,NA,NA,NA,NA,All
SLX1B,-0.033266296,85,0.710461841,0.878079949,0.86646126,0.2996,0.9014,0.2512,0.2786,NA,NA,NA,NA,All
SLX4,0.017493189,125,0.81217066,0.925100867,0.974377735,65519,338054,0.1969,5.826e-07,NA,NA,NA,NA,All
SLX4IP,-0.153762147,98,0.064988111,0.283031626,0.155272209,0.9257,0.2357,1.453,1.57,NA,NA,NA,NA,All
SMAD1,NA,NA,NA,NA,NA,0.8544,1.841,0.3976,0.216,NA,NA,NA,NA,All
SMAD2,NA,NA,NA,NA,NA,0.7386,0.6239,0.4539,0.6145,NA,NA,NA,NA,All
SMAD3,NA,NA,NA,NA,NA,0.4428,0.4094,0.5091,1.15,NA,NA,NA,NA,All
SMAD4,NA,NA,NA,NA,NA,0.7128,0.37,0.6805,0.9546,NA,NA,NA,NA,All
SMAD5,NA,NA,NA,NA,NA,0.5743,0.4069,0.4133,0.7196,NA,NA,NA,NA,All
SMAD6,0.0900232,66,0.377642009,0.67598461,0.147897918,0.3692,0.5333,0.4971,0.9321,NA,NA,NA,NA,All
SMAD7,0.069473989,48,0.563702862,0.79785016,0.389130644,0.4279,0.3117,0.3707,0.8664,NA,NA,NA,NA,All
SMAD9,0.027302528,56,0.805835066,0.922343565,0.956153351,0.5586,0.3632,0.3052,0.5464,NA,NA,NA,NA,All
SMAGP,-0.105227073,50,0.371725458,0.671093818,0.344229311,0.3255,0.2966,0.4106,1.261,NA,NA,NA,NA,All
SMAP1,-0.238701509,94,0.005040585,0.067808079,0.050499443,14.82,0.2416,3.59,0.2422,NA,NA,NA,NA,All
SMARCA1,0.069277043,71,0.480852866,0.750318727,0.223010533,0.2693,0.2946,0.2894,0.9823,NA,NA,NA,NA,All
SMARCA2,0.264194906,75,0.005690654,0.07259152,0.114688247,0.7973,0.7102,4.918,6.169,NA,NA,NA,NA,All
SMARCA4,-0.162797492,95,0.054477731,0.257560261,0.217862604,0.2851,1.363,1.519,1.115,NA,NA,NA,NA,All
SMARCA5,-0.017995712,51,0.877340371,0.953585704,0.991903292,0.5962,0.2806,0.3436,0.5763,NA,NA,NA,NA,All
SMARCAD1,-0.111541474,86,0.210489252,0.517537917,0.902523437,1.702,0.2252,0.9639,0.5662,NA,NA,NA,NA,All
SMARCAL1,0.084463516,125,0.251237606,0.565004277,0.83783527,5.223,0.7371,0.3752,0.07183,NA,NA,NA,NA,All
SMARCB1,NA,NA,NA,NA,NA,1.125,0.575,1.237,1.1,NA,NA,NA,NA,All
SMARCC1,-0.188757891,89,0.031038305,0.190127899,0.489266439,11.22,0.2522,3.23,0.2878,NA,NA,NA,NA,All
SMARCC2,0.14608498,77,0.121206324,0.391718348,0.095181207,0.2615,0.4832,0.2446,0.5062,NA,NA,NA,NA,All
SMARCD1,NA,NA,NA,NA,NA,1.682,0.4242,1.091,0.6482,NA,NA,NA,NA,All
SMARCD2,0.093526195,53,0.413176151,0.704821605,0.115865597,0.3342,0.4697,0.3052,0.6497,NA,NA,NA,NA,All
SMARCD3,NA,NA,NA,NA,NA,0.4306,0.448,0.3942,0.8799,NA,NA,NA,NA,All
SMARCE1,-0.180634463,55,0.107151498,0.366447363,0.206025818,0.8501,0.279,1.154,1.357,NA,NA,NA,NA,All
SMC1A,NA,NA,NA,NA,NA,0.3637,0.3642,0.3651,1.002,NA,NA,NA,NA,All
